185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
103.127.171.0/24 #AS138122 IDNIC-IAINLANGSA-AS-ID IAIN Langsa, ID
193.11.184.0/21 #AS8748 BLEKINGE-TEKNISKA-HOGSKOLA Blekinge Tekniska Hogskola, SE
194.47.128.0/19 #AS8748 BLEKINGE-TEKNISKA-HOGSKOLA Blekinge Tekniska Hogskola, SE
196.216.240.0/23 #AS37348 CAC Cairo American College, EG
62.60.136.0/23 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
62.60.139.0/24 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
62.60.140.0/24 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
62.60.142.0/24 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
62.60.145.0/24 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
213.176.4.0/23 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
213.176.122.0/23 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
213.176.124.0/23 #AS15611 IROST-AS Iranian Research Organization for Science & Technology, IR
195.22.132.0/23 #AS25503 ASN-ONPU Odessa National Polytechnic University, UA
23.138.236.0/24 #AS17355 WSD Wayzata School District ISD #284, US
202.51.240.0/21 #AS7610 NUS-GP-AS-AP National University of Singapore, SG
95.36.72.0/23 #AS29754 AS29754 Qube Research and Technologies Limited, GB
140.208.0.0/18 #AS40623 GFDL Office of Oceanic and Atmospheric Research - Geophysical Fluid Dynamics Laboratory, US
140.208.144.0/20 #AS40623 GFDL Office of Oceanic and Atmospheric Research - Geophysical Fluid Dynamics Laboratory, US
120.126.32.0/19 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
120.126.64.0/19 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
120.126.96.0/20 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.113.0.0/16 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.129.51.0/24 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.129.52.0/22 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.129.56.0/21 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.129.64.0/20 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
140.129.80.0/24 #AS9916 NCTU-TW National Yang Ming Chiao Tung University, TW
207.62.43.0/24 #AS18975 STANCOEORG95354 Stanislaus County Office of Education, US
216.64.224.0/20 #AS18975 STANCOEORG95354 Stanislaus County Office of Education, US
72.166.224.0/20 #AS393657 COLORADOMESAUNIVERSITY Colorado Mesa University, US
129.19.144.0/24 #AS393657 COLORADOMESAUNIVERSITY Colorado Mesa University, US
208.94.48.0/22 #AS393657 COLORADOMESAUNIVERSITY Colorado Mesa University, US
134.252.0.0/16 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
146.246.0.0/16 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
192.73.207.0/24 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
192.160.228.0/24 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
198.206.219.0/24 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
198.206.221.0/24 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
204.238.65.0/24 #AS3562 SNLL-NET-AS Sandia National Laboratories, US
203.26.248.0/21 #AS23965 SYDCS-AS-AP Sydney Catholic Schools, AU
196.216.247.0/24 #AS37085 OUT open university, TZ
129.175.0.0/16 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
138.231.0.0/16 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
192.44.78.0/24 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
192.54.164.0/24 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
192.93.3.0/24 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
192.93.157.0/24 #AS2269 FR-U-PARISSUD-ORSAY Renater, FR
78.31.120.0/21 #AS57476 TVKNET-AS P.P.H.U A&K Chamerlinscy s.j., PL
91.201.16.0/22 #AS57476 TVKNET-AS P.P.H.U A&K Chamerlinscy s.j., PL
176.101.160.0/21 #AS57476 TVKNET-AS P.P.H.U A&K Chamerlinscy s.j., PL
103.180.189.0/24 #AS149366 IDNIC-POLTEKKES-KEMENKES-SURABAYA-AS-ID Poltekkes Kemenkes Surabaya, ID
66.60.236.0/24 #AS393383 SISD-ASN Spring Independent School District, US
216.227.248.0/24 #AS393383 SISD-ASN Spring Independent School District, US
192.196.218.0/24 #AS396833 LASELLCOLLEGE Lasell University, US
165.161.2.0/23 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.4.0/22 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.8.0/23 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.12.0/23 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.16.0/20 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.230.0/23 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.232.0/24 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
165.161.239.0/24 #AS394700 THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY The School District of Palm Beach County, US
113.55.0.0/17 #AS138378 CNGI-KMN-IX-AS-AP China Education and Research Network (CERNET), CN
134.147.0.0/16 #AS29484 RUB-AS Ruhr-Universitaet Bochum, DE
185.73.20.0/22 #AS29484 RUB-AS Ruhr-Universitaet Bochum, DE
192.35.72.0/24 #AS29484 RUB-AS Ruhr-Universitaet Bochum, DE
27.110.215.0/24 #AS137417 CUP-ASN-PL-AP Cambridge University Press, PH
103.130.147.0/24 #AS206596 NOOR-IDC Computer Research Center of Islamic Sciences, IR
185.181.180.0/22 #AS206596 NOOR-IDC Computer Research Center of Islamic Sciences, IR
185.187.50.0/24 #AS206596 NOOR-IDC Computer Research Center of Islamic Sciences, IR
185.240.149.0/24 #AS206596 NOOR-IDC Computer Research Center of Islamic Sciences, IR
160.62.22.0/23 #AS6095 NIBR-US-DMZ Novartis Institutes for BioMedical Research Inc., US
204.89.58.0/23 #AS6095 NIBR-US-DMZ Novartis Institutes for BioMedical Research Inc., US
199.185.132.0/23 #AS33096 BVC Bow Valley College, CA
140.177.0.0/20 #AS11106 WOLFRAM-AS Wolfram Research Inc., US
140.177.32.0/19 #AS11106 WOLFRAM-AS Wolfram Research Inc., US
23.140.192.0/24 #AS396027 PORTAGEPUBLICSCHOOLS Portage Public Schools, US
172.84.130.0/24 #AS396027 PORTAGEPUBLICSCHOOLS Portage Public Schools, US
149.130.0.0/17 #AS33022 WELLESLEY-COLLEGE Wellesley College, US
192.42.89.0/24 #AS33022 WELLESLEY-COLLEGE Wellesley College, US
198.213.3.0/24 #AS15345 AUSTINCC Austin Community College, US
198.213.89.0/24 #AS15345 AUSTINCC Austin Community College, US
198.214.176.0/20 #AS15345 AUSTINCC Austin Community College, US
206.77.144.0/21 #AS15345 AUSTINCC Austin Community College, US
206.77.152.0/22 #AS15345 AUSTINCC Austin Community College, US
168.227.24.0/22 #AS264683 UNIVERSIDAD-NACIONAL-NOROESTE Universidad Nacional del Noroeste de Buenos Aires (UNNOBA), AR
199.36.12.0/23 #AS29781 ECPI-AS ECPI Colleges Inc., US
199.36.14.0/24 #AS29781 ECPI-AS ECPI Colleges Inc., US
200.10.180.0/23 #AS264727 UNIVERSIDAD-CATOLICA-SALTA UNIVERSIDAD CATOLICA DE SALTA, AR
200.23.8.0/24 #AS27673 INSTITUTO-NACIONAL-ESTADISTICA Instituto Nacional de Estadistica Geografia e Info, MX
200.23.10.0/24 #AS27673 INSTITUTO-NACIONAL-ESTADISTICA Instituto Nacional de Estadistica Geografia e Info, MX
200.33.109.0/24 #AS27673 INSTITUTO-NACIONAL-ESTADISTICA Instituto Nacional de Estadistica Geografia e Info, MX
198.167.32.0/24 #AS17238 CSEG-1 Columbia Southern Education Group Inc., US
144.30.0.0/16 #AS13809 UAMS-ASN University of Arkansas for Medical Sciences, US
159.150.0.0/16 #AS13809 UAMS-ASN University of Arkansas for Medical Sciences, US
139.124.0.0/16 #AS2457 FR-RAIMU-2 Renater, FR
147.94.0.0/16 #AS2457 FR-RAIMU-2 Renater, FR
69.50.144.0/20 #AS19473 SWAU Southwestern Adventist University, US
198.136.234.0/24 #AS19473 SWAU Southwestern Adventist University, US
160.187.25.0/24 #AS153316 VARENDRAUNIVERSITY-AS-AP Varendra University, BD
145.250.128.0/17 #AS213196 USB Universitaetsspital Basel, CH
85.217.167.0/24 #AS205947 NDC-ICT-SOLUTIONS NDC ICT Solutions s.r.o., CZ
103.36.14.0/23 #AS133364 IDNIC-PNJ-AS-ID Politeknik Negeri Jakarta, ID
179.42.88.0/22 #AS271107 INSTITUTO-FEDERAL-TOCANTINS Instituto Federal do Tocantins - Campus Araguaina, BR
144.79.22.0/23 #AS139773 BANBEIS-AS-AP Bangladesh Bureau of Educational Information and Statistics, BD
134.93.0.0/16 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
136.199.0.0/16 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
139.14.0.0/16 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
141.26.0.0/16 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
143.93.0.0/16 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
192.67.218.0/24 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
192.124.238.0/24 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
193.30.18.0/24 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
193.43.29.0/24 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
217.198.240.0/20 #AS2857 RLP-NET Johannes Gutenberg-Universitaet Mainz, DE
140.117.0.0/16 #AS17713 NSYSU-TW Ministry of Education Computer Center, TW
91.198.71.0/24 #AS28899 URIIT-AS Autonomous Institution of the Khanty-Mansi Autonomous Okrug Ugra Ugra Research Institute of Information Technology, RU
193.138.89.0/24 #AS28899 URIIT-AS Autonomous Institution of the Khanty-Mansi Autonomous Okrug Ugra Ugra Research Institute of Information Technology, RU
103.185.27.0/24 #AS149709 IDNIC-AMIKOMPURWOKERTO-AS-ID Universitas Amikom Purwokerto, ID
78.40.128.0/21 #AS20697 AGS-AS Collegio San Luigi, IT
192.231.160.0/24 #AS15336 CONCOR-1 Concordia University St. Paul, US
103.211.143.0/24 #AS45318 IDNIC-ITERA-AS-ID Institut Teknologi Sumatera, ID
91.198.156.0/24 #AS51955 NIC-LV-ANYCAST-AS Institute of Mathematics and Computer Science of University of Latvia, LV
194.0.8.0/24 #AS51955 NIC-LV-ANYCAST-AS Institute of Mathematics and Computer Science of University of Latvia, LV
194.0.48.0/23 #AS51955 NIC-LV-ANYCAST-AS Institute of Mathematics and Computer Science of University of Latvia, LV
194.0.50.0/24 #AS51955 NIC-LV-ANYCAST-AS Institute of Mathematics and Computer Science of University of Latvia, LV
194.8.2.0/23 #AS51955 NIC-LV-ANYCAST-AS Institute of Mathematics and Computer Science of University of Latvia, LV
41.70.0.0/17 #AS37215 MAREN Malawi Research and Education Network - MAREN, MW
182.52.48.0/24 #AS17827 STOU-AS-TH Office of Info.Tech. Admin. for Educational Development, TH
182.52.54.0/24 #AS17827 STOU-AS-TH Office of Info.Tech. Admin. for Educational Development, TH
202.14.117.0/24 #AS17827 STOU-AS-TH Office of Info.Tech. Admin. for Educational Development, TH
202.28.100.0/22 #AS17827 STOU-AS-TH Office of Info.Tech. Admin. for Educational Development, TH
200.219.154.0/23 #AS11644 NUCLEO-INF-COORD Núcleo de Inf. e Coord. do Ponto BR - NIC.BR, BR
103.58.111.0/24 #AS133832 IDNIC-MERCUBUANAYOGYA-AS-ID Universitas Mercu Buana Yogyakarta, ID
103.172.137.0/24 #AS147013 OLOMCP-AS-AU Our Lady of Mercy College Parramatta, AU
113.198.192.0/23 #AS18337 KSUCC-AS KyungSan University, KR
113.198.194.0/24 #AS18337 KSUCC-AS KyungSan University, KR
113.198.196.0/23 #AS18337 KSUCC-AS KyungSan University, KR
113.198.198.0/24 #AS18337 KSUCC-AS KyungSan University, KR
113.198.201.0/24 #AS18337 KSUCC-AS KyungSan University, KR
113.198.202.0/24 #AS18337 KSUCC-AS KyungSan University, KR
211.39.110.0/23 #AS18337 KSUCC-AS KyungSan University, KR
211.39.112.0/21 #AS18337 KSUCC-AS KyungSan University, KR
211.39.120.0/23 #AS18337 KSUCC-AS KyungSan University, KR
211.39.122.0/24 #AS18337 KSUCC-AS KyungSan University, KR
204.52.237.0/24 #AS393390 PRC-MAIN Professional Research Consultants Inc., US
115.124.8.0/21 #AS56123 VERNET-AS-AP VERNet Pty Ltd, AU
156.0.232.0/23 #AS328225 STRATHMOREUNIVERSITY Strathmore University, KE
128.233.0.0/16 #AS22950 USASK University of Saskatchewan, CA
192.75.63.0/24 #AS22950 USASK University of Saskatchewan, CA
192.75.171.0/24 #AS22950 USASK University of Saskatchewan, CA
192.139.75.0/24 #AS22950 USASK University of Saskatchewan, CA
192.139.76.0/24 #AS22950 USASK University of Saskatchewan, CA
198.169.12.0/22 #AS22950 USASK University of Saskatchewan, CA
198.169.16.0/22 #AS22950 USASK University of Saskatchewan, CA
209.203.176.0/20 #AS46759 CIA-ASN Culinary Institute of America, US
185.216.40.0/24 #AS209464 KSAU King Saud bin Abdulaziz University For Health Sciences, SA
204.130.130.0/24 #AS14767 IOLANI-ACCESS 'Iolani School, US
203.230.48.0/23 #AS18297 KJISTNET-AS K-JIST, KR
203.230.52.0/22 #AS18297 KJISTNET-AS K-JIST, KR
203.230.56.0/22 #AS18297 KJISTNET-AS K-JIST, KR
203.237.32.0/19 #AS18297 KJISTNET-AS K-JIST, KR
210.107.176.0/20 #AS18297 KJISTNET-AS K-JIST, KR
89.249.160.0/20 #AS2848 MSU Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
93.180.0.0/18 #AS2848 MSU Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
188.44.32.0/19 #AS2848 MSU Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
202.92.154.0/24 #AS132795 UPV-ILOILO-AS-AP University of the Philippines Visayas Iloilo Campus, PH
140.198.0.0/17 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.128.0/18 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.192.0/19 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.224.0/20 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.240.0/21 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.249.0/24 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.250.0/23 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
140.198.252.0/22 #AS26783 MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT Maricopa County Community College District, US
162.247.72.0/24 #AS4224 CALYX-INSTITUTE The Calyx Institute, US
185.220.103.0/24 #AS4224 CALYX-INSTITUTE The Calyx Institute, US
103.67.58.0/23 #AS4756 KNPU1208-AS Korea National Police University, KR
103.79.180.0/24 #AS136006 TAREE-AS-AP TAREE CHRISTIAN COMMUNITY SCHOOL LTD, AU
163.118.0.0/16 #AS31967 FLTECH Florida Institute of Technology, US
192.42.239.0/24 #AS31967 FLTECH Florida Institute of Technology, US
192.203.97.0/24 #AS31967 FLTECH Florida Institute of Technology, US
195.208.224.0/22 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.232.0/23 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.237.0/24 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.239.0/24 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.240.0/23 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.243.0/24 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.244.0/22 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
195.208.248.0/21 #AS5480 R61NET State Educational institution for High professional education 'Southern Federal University', RU
89.46.121.0/24 #AS51492 AQUILIUS Aquilius Research GmbH, DE
89.46.125.0/24 #AS51492 AQUILIUS Aquilius Research GmbH, DE
185.36.253.0/24 #AS51492 AQUILIUS Aquilius Research GmbH, DE
185.177.140.0/22 #AS51492 AQUILIUS Aquilius Research GmbH, DE
188.116.47.0/24 #AS51492 AQUILIUS Aquilius Research GmbH, DE
66.194.176.0/22 #AS46379 SIENA-COLLEGE Siena University, US
66.194.180.0/24 #AS46379 SIENA-COLLEGE Siena University, US
199.223.240.0/21 #AS46379 SIENA-COLLEGE Siena University, US
138.110.0.0/16 #AS396128 MHC-NET Mount Holyoke College, US
23.147.212.0/24 #AS11132 ASMSA-AS ARKANSAS SCHOOL FOR MATHEMATICS SCIENCES & THE ARTS, US
128.148.0.0/16 #AS11078 BROWN Brown University, US
192.91.235.0/24 #AS11078 BROWN Brown University, US
69.48.192.0/23 #AS54605 EIPS-14 The Board of Trustees of Elk Island Public Schools, CA
198.99.91.0/24 #AS54072 ASN-CCC Central Community College, US
198.99.92.0/24 #AS54072 ASN-CCC Central Community College, US
199.74.230.0/23 #AS54072 ASN-CCC Central Community College, US
138.36.64.0/23 #AS52467 UNIVERSIDAD-IBAGUE Universidad de Ibague, CO
138.36.66.0/24 #AS52467 UNIVERSIDAD-IBAGUE Universidad de Ibague, CO
179.0.10.0/24 #AS52467 UNIVERSIDAD-IBAGUE Universidad de Ibague, CO
72.53.176.0/21 #AS30350 REGION7-ESC Region VII Education Service Center, US
72.53.184.0/22 #AS30350 REGION7-ESC Region VII Education Service Center, US
72.53.188.0/24 #AS30350 REGION7-ESC Region VII Education Service Center, US
72.53.190.0/23 #AS30350 REGION7-ESC Region VII Education Service Center, US
149.15.0.0/16 #AS20337 SUNYPOLY-ASN SUNY Institute of Technology, US
150.156.0.0/16 #AS20337 SUNYPOLY-ASN SUNY Institute of Technology, US
192.52.220.0/24 #AS20337 SUNYPOLY-ASN SUNY Institute of Technology, US
204.29.215.0/24 #AS20337 SUNYPOLY-ASN SUNY Institute of Technology, US
207.10.56.0/24 #AS20337 SUNYPOLY-ASN SUNY Institute of Technology, US
193.255.56.0/23 #AS210690 AREL-UNIVERSITY-AS Istanbul Arel Universitesi, TR
133.140.0.0/16 #AS9355 NICT National Institute of Information and Communications Technology, JP
133.243.0.0/16 #AS9355 NICT National Institute of Information and Communications Technology, JP
120.96.0.0/11 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
134.208.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.92.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.110.0.0/15 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.112.0.0/12 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.128.0.0/13 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.136.0.0/15 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
140.138.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.13.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.14.0.0/15 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.16.0.0/13 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.24.0.0/14 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.28.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.30.0.0/15 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
163.32.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.83.166.0/23 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.83.168.0/21 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.83.176.0/20 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.83.192.0/22 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.83.196.0/24 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
192.192.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
203.64.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
203.68.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
203.71.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
203.72.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
210.59.0.0/17 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
210.60.0.0/16 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
210.62.64.0/19 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
210.62.224.0/20 #AS1659 ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center, TW
