101.0.64.0/18 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
192.175.48.1/32 #AS38020 STARTRACKEXPRESS-AS-AP Star Track Express Pty Limited., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38046 TPG-AU TPG Internet Pty Ltd., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38061 EWISE-AS-AU-AP eWise Systems, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38075 LERN-NZ-AP Learning Educational Resource Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38078 DC-QLD-PREMIERS-AP QLD Department of the Premier and Cabinet, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38085 ISEEK-AS-38085-WS iseek Communications Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38167 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38169 APCSNET-AU ISP services, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38214 SYD_CATCHMENT_AUTHORITY Optus Customer Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38225 ISPHONE-AS-AP ISPhone Australasia AS number, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38257 INCITECPIVOT-AS-AP Incitec Pivot Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38276 CYNERGIC2-AS-AP Cynergic Communications - WA Peering AS Number Colo2, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38284 ECOHOST-AS-AP EcoHost Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38287 VGEX-MELB-AP Cenitex, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38307 ISNET-AS-AP ISNet - Independent Schools Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38309 ISEEK-AS-38309 iseek Communications Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38317 DOCS-ASN Department of Customer Service, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38318 AFL-TRANSIT-AS-AP Transit AS for delivery of content, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS3840 ERX-LABTAM Labtam Australia Pty. Ltd., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38455 IPC-NETWORK-SERVICES-AS-AP IPC Network Services, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38458 MLA-AS-AU-AP Meat and Livestock Australia Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38480 CSA-AS-AP Computer Systems Australia ASN, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38484 VIRGIN-BROADBAND-AS-AP Virgin Broadband Australian, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38544 HOSTOPIA-AS-AP Hostopia Australia Web Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38570 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38593 FOSTERS-AS-AU Fosters Group Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38597 NSWESA-AS-AP NSW Education Standards Authority, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38598 ILLUMINATE-ANYCAST-AS Illuminate Internet Services Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38659 GTELECOM-AS-AP Gtelecom Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38790 XYZTELECOM-AS-AP XYZ Telecom Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38791 AUTOMATON-AS-AU Automaton PTY LTD. Application Service Provider, Melbourne Australia, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38795 CENET-AS-AP CEnet, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38812 THIESS-AUS-AS-AP Thiess Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38817 TASPL-AS-AP Temenos Australia Services Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38831 RPL-SSTAR-AS-AU-AP Southern Star, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38876 NAB-AS-AP National Australia Bank Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38877 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS38892 SACL-NONTRANSIT-AS-AP SYDNEY AIRPORT CORPORATION LIMITED, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS394222 REALLY - Really Really, Inc., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4174 AAPT AAPT Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4175 AAPT AAPT Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4197 TCMJ-AS-AP They Call Me Joe Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4381 ERX-CONNECT-COM2 connect.com.au pty ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4433 ERX-ACCESS-ONE UUNET, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45145 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45163 APNICRANDNET-TUI2-AU TUI experiment, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45175 MCA-XSITE-AS-AU-AP Medicare Australia Cross Site AS, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45198 MESERVICES-AS-AP Minter Ellison Services Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45206 ANGLO-COAL-AUSTRALIA-PTY-LTD Optus Customer Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45214 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45228 WESTPAC-BANKING-CORPORATION-AP Optus Customer Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45251 ANGLO-AMERICAN Anglo-American AU multi-link WAN, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45261 OZ-SERV Oz Servers, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45277 HASSNET-AS-AP HASSELL Services Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45341 AUDA-AU-AS .au Domain Administration, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45425 DEDICATED-SERVERS-SYD-AS-AP Dedicated Servers - Sydney, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45428 CEO-WOLLONGONG-AU Catholic Education Office Wollongong, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45431 AG-CWLTH-AU 24 Wormald Street, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45444 SEMPERNET-AS-AU Sempernet subsidiary of Coherent Cloud, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45453 PLATFORM-BNE-AS-AP Primary AS, Sydney, Network Provider, Sydney, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45454 WEB24-VIC-AU Web24 Virtual & Dedicated hosting service provider, Melb, Australia, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45467 DEPW-AS-AP Department of Energy and Public Works, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45472 SECURITON-AS Securiton Technologies Internet Service Provider Melbourne, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45483 E3NETWORKS-AS-AP E3 Networks, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45490 SAP_SE_PUN SAP APJ, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45500 BGEPTYLTD-AS-AP BG&E Pty Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45506 DFAT-AS-AP Department of Foreign Affairs and Trade, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45508 EQUINIX-AS-AP Equinix Australia Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45511 ATIA-AU 78 Chandos St, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45522 EDITURE-AS-AP Editure Education Services, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45534 CARDACCESS-AS-AP Card Access Services Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45584 ASN-SURRENDERONLINE-AP Web Hosting Provider, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45604 SYMBIO-AS-AU Symbio Networks Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45611 GOTALK-DSL-NSW GoTalk DSL Network - NSW, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45612 TELECORP-VIC TELECORP Network - VIC, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45613 CARDCALL-QLD CARDCALL Network - QLD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45614 GOTALK-DSL-SA GoTalk DSL Network - SA, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45615 NRW NRW Holdings Limited Civil and Mining Contractors Perth, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45623 MEDICARE_AUSTRALIA Optus Customer Network, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45651 SPARTANIT-AS-AP Spartan Information Technology, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45653 ACURE-AS-AP aCure Technology, Data Centres, Perth, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45741 ENTDATA-AS-AP Enterprise Data Corporation, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45776 ACTIV8ME-AS2-AP Australian Private Networks Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45803 DUNBRADSTREET-AU Dun & Bradstreet Australia Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45819 SONETTEL-TRANSIT-AS-AP SONET Pty Ltd Transit AS Co-Location Web Hosting, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45821 DHSNET-AS-AP Department of Human Services, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45834 AUDA-AU-AS .au Domain Administration Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45837 CITECGOV-AU-AP CITEC, Queensland Government Business, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45844 SYMBIO-AS-AP Symbio Networks Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45856 MASTERCARD-AS-AP MasterCard AsiaPacific Australia Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45864 ISI-AS-AP Inmarsat Solutions Canada Inc, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45870 AUS-DEFENCE-AS-AU Lyle Williams - F3-1-70, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45876 SCPBCG2-AS-AP Sanctuary Cove Principal Body Corporate, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45892 WESTPAC-AS-AP Westpac Banking Corporation, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45913 SEVEN-AS-AP Seven Networks Operations Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45920 AUIX2-AS-AP AU IX Pty Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS45961 POMO-AS-AP Port of Melbourne Operations Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS46067 IVEGROUP-AS-AP IVE GROUP AUSTRALIA PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS46070 STATELIBVIC-AS-AP State Library of Victoria, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4736 MAGNADATA-AU Magnadata Australia Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4737 UNSPECIFIED IAP Group Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4738 AARNET-TEST-AS-AP AARNET Test, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4740 OZEMAIL-AS OzEmail ISP, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4742 ATT-ELSAU-AS AT&T EasyLink Services Australia, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4744 ASN-HTAL Hutchison Telecoms Aust Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4752 UNSPECIFIED Geko Pty Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4805 EQUANT-OCEANIA Orange Business AS for Oceania, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4806 INTERNODE-PROF-ACCESS-AP Internode Professional Access, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4807 CAMTECHSA-AS-AP Camtech SA Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4824 GLOWWAVE-AS-AP glowwave.com, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4829 GPATECH-PL-AS-AU-AP G.P.A. Technology Pty. Ltd., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4838 WHCOMGRP-AP Wholesale Communications Group Pty Ltd, Wholesale, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4841 TLRGNET-AS-AP Level 5, 100 Harris St, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4846 EGRESS-AS-AP Egress Space Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4852 IINET-SA-AS iiNet Technologies SA Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4853 COMMANDER-AS-AP Commander Communications, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4854 IINET-AU Netspace Online Systems, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS4860 VZB-AU-AS Verizon Australia PTY Limited, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55357 TRANSITCO-AS-AP Transit Co Australian Transit AS. Enquiries to the hostmaster., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55363 NSWDOH-AU 73 Miller Street, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55409 AKAMAI-AS-AP Akamai Technologies, Inc., AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55411 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55449 AUSWEBCOMAU-AS-AP AUSWEB.com.au Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55471 APNICTRAININGLAB-AU AS number for APNIC TRAINING LAB, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55493 ITLEADERS-AU 34 United Road, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55500 FCA-AU 97 - 99 Goulburn Street, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55505 HNEHEALTH-AU Locked bag No 1, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55519 CYNERGIC3-AS-AP Cynergic Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55533 HAQIT-AS-AP HAQ I.T. Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55539 AMCDC-AS-AP AMC Data Centre, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55551 BRAVURA-SOLUTIONS-AU Level 2, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55583 MVOICE-AU Level 8, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55638 APNIC-AS-AP APNIC ANYCAST, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55742 SECCOM-AS-HK Seccom Global Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55765 RWTS-AS-AP Real World Technology Solutions Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55772 IE3-AU IE3 Communications, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55774 NSWSES-AU NSW State Emergency Service, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55776 SCU-AU Southern Cross University, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55795 VERBDC1-AS-AP Verb Data Centre Pty Ltd, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55815 MAPSIS-AS01-AU Level 32 Governor Macquarie Tower, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55837 ANZCA-AS-AP Australian and New Zealand College of Anaesthetists, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55851 TSVIX-AS-AP On Q, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55859 TOTALWEB-US Total Web Solutions Australia, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55865 SATCOMMS-NET-AS-AP Satcomms Australia, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS55880 UNIMELB-AS-AP The University of Melbourne, AU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
