102.128.164.0/23 #AS9009 M247, RO
50.114.101.0/24 #AS9009 M247, RO
50.114.67.0/24 #AS9009 M247, RO
50.118.219.0/24 #AS9009 M247, RO
50.54.242.0/24 #AS201385 LUX-DE-FIELD, RO
51.146.220.0/22 #AS9009 M247, RO
51.146.228.0/22 #AS9009 M247, RO
51.179.177.0/24 #AS9009 M247, RO
5.12.0.0/14 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
5.154.224.0/24 #AS6718 NAV NAV Communications, RO
5.154.236.0/24 #AS207148 IOSS-AS, RO
5.157.132.0/22 #AS9009 M247, RO
5.157.136.0/21 #AS49687 REQ, RO
5.157.136.0/24 #AS9009 M247, RO
5.157.139.0/24 #AS9009 M247, RO
5.157.144.0/21 #AS49687 REQ, RO
5.157.152.0/21 #AS9009 M247, RO
5.157.160.0/22 #AS9009 M247, RO
5.157.164.0/22 #AS212192 INTELI-TECH-DEVELOPMENT-SRL, RO
5.157.168.0/21 #AS9009 M247, RO
5.157.176.0/20 #AS197476 REQ Internet Service Provider, RO
5.157.192.0/19 #AS9009 M247, RO
5.157.224.0/22 #AS49687 REQ, RO
5.157.228.0/22 #AS9009 M247, RO
5.157.232.0/21 #AS9009 M247, RO
5.157.240.0/21 #AS212192 INTELI-TECH-DEVELOPMENT-SRL, RO
5.157.248.0/21 #AS9009 M247, RO
5.175.182.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
5.180.138.0/24 #AS9009 M247, RO
5.180.145.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.147.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.20.0/23 #AS41111 AS-GEOHOSTING, RO
5.180.27.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.31.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.33.0/24 #AS213323 ZMC ZMC, RO
5.180.40.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.42.0/23 #AS41111 AS-GEOHOSTING, RO
5.180.46.0/23 #AS41111 AS-GEOHOSTING, RO
5.180.52.0/24 #AS41111 AS-GEOHOSTING, RO
5.180.54.0/24 #AS41111 AS-GEOHOSTING, RO
5.181.127.0/24 #AS9009 M247, RO
5.181.232.0/22 #AS9009 M247, RO
5.182.100.0/23 #AS9009 M247, RO
5.183.168.0/24 #AS60201 SDEE-AS, RO
5.183.169.0/24 #AS57668 EUROLIFE FFH ASIGURARI DE VIATA S.A., RO
5.183.170.0/23 #AS39383 TELESYSTEM-AS, RO
5.183.240.0/22 #AS9009 M247, RO
5.2.128.0/17 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
52.144.60.0/24 #AS9009 M247, RO
5.252.196.0/24 #AS9009 M247, RO
5.253.184.0/23 #AS9009 M247, RO
5.253.204.0/22 #AS9009 M247, RO
5.253.28.0/22 #AS41111 AS-GEOHOSTING, RO
5.253.42.0/24 #AS41111 AS-GEOHOSTING, RO
5.253.45.0/24 #AS9009 M247, RO
5.253.52.0/22 #AS39777 RODYNAMIC-AS, RO
5.35.208.0/21 #AS5606 GTS-BACKBONE GTS Telecom, RO
5.45.38.0/24 #AS9009 M247, RO
5.61.60.0/22 #AS9009 M247, RO
5.83.32.0/23 #AS34060 TCCFR-AS, RO
5.83.38.0/24 #AS56553 REVEL-AS, RO
5.83.39.0/24 #AS206431 ACCA-AS, RO
5.83.40.0/24 #AS199498 ADREM-AS, RO
5.83.41.0/24 #AS206431 ACCA-AS, RO
5.83.43.0/24 #AS3164 ASTIMP-IT, RO
5.83.44.0/24 #AS207115 UNITED-AS, RO
5.83.45.0/24 #AS64398 NXTHOST-64398 NXTHOST.COM - NXTSERVERS SRL, RO
5.83.46.0/24 #AS35775 ACTIVESOFT-AS, RO
5.83.47.0/24 #AS64398 NXTHOST-64398 NXTHOST.COM - NXTSERVERS SRL, RO
58.68.128.0/18 #AS9009 M247, RO
58.68.192.0/19 #AS9009 M247, RO
62.105.200.0/22 #AS9009 M247, RO
62.121.64.0/18 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
62.133.44.0/22 #AS9009 M247, RO
62.192.102.0/23 #AS9009 M247, RO
62.192.113.0/24 #AS9009 M247, RO
62.192.114.0/23 #AS9009 M247, RO
62.192.126.0/23 #AS9009 M247, RO
62.192.175.0/24 #AS9009 M247, RO
62.216.72.0/22 #AS9009 M247, RO
62.216.80.0/22 #AS9009 M247, RO
62.216.88.0/22 #AS9009 M247, RO
62.217.192.0/18 #AS8953 ASN-ORANGE-ROMANIA, RO
62.231.64.0/18 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
62.3.28.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
62.60.131.0/24 #AS208137 FPS12, RO
62.68.80.0/24 #AS9009 M247, RO
63.141.50.0/23 #AS9009 M247, RO
64.105.224.0/22 #AS9009 M247, RO
64.105.232.0/23 #AS9009 M247, RO
64.105.238.0/23 #AS9009 M247, RO
64.112.82.0/24 #AS9009 M247, RO
64.43.66.0/23 #AS9009 M247, RO
64.43.68.0/22 #AS9009 M247, RO
64.43.76.0/24 #AS210878 TREADSTONE-AS, RO
64.43.77.0/24 #AS207743 ASIDE-AS, RO
64.43.78.0/23 #AS207743 ASIDE-AS, RO
64.43.80.0/21 #AS9009 M247, RO
64.43.92.0/24 #AS213538 TORIA-ASN, RO
64.43.96.0/22 #AS207743 ASIDE-AS, RO
64.79.230.0/23 #AS9009 M247, RO
64.81.190.0/24 #AS9009 M247, RO
65.87.7.0/24 #AS215659 MOEMOEKYUN, RO
66.225.209.0/24 #AS9009 M247, RO
66.234.144.0/24 #AS51332 M247-ENTERPRISE, RO
66.234.145.0/24 #AS9009 M247, RO
66.234.146.0/23 #AS9009 M247, RO
66.234.148.0/22 #AS9009 M247, RO
66.234.152.0/21 #AS9009 M247, RO
66.78.16.0/23 #AS9009 M247, RO
66.78.40.0/24 #AS215659 MOEMOEKYUN, RO
66.92.191.0/24 #AS9009 M247, RO
66.93.160.0/23 #AS9009 M247, RO
66.95.198.0/23 #AS9009 M247, RO
67.207.169.0/24 #AS9009 M247, RO
67.207.172.0/24 #AS9009 M247, RO
67.207.181.0/24 #AS9009 M247, RO
67.210.110.0/24 #AS9009 M247, RO
67.210.112.0/21 #AS9009 M247, RO
67.210.120.0/24 #AS9009 M247, RO
67.210.122.0/23 #AS9009 M247, RO
67.227.16.0/24 #AS9009 M247, RO
67.227.18.0/24 #AS9009 M247, RO
67.227.3.0/24 #AS9009 M247, RO
67.227.7.0/24 #AS9009 M247, RO
67.227.8.0/23 #AS9009 M247, RO
68.165.98.0/23 #AS9009 M247, RO
68.166.178.0/23 #AS9009 M247, RO
68.167.130.0/23 #AS9009 M247, RO
68.167.142.0/23 #AS9009 M247, RO
68.167.74.0/23 #AS9009 M247, RO
68.167.78.0/23 #AS9009 M247, RO
69.168.233.0/24 #AS9009 M247, RO
69.3.216.0/21 #AS9009 M247, RO
69.42.211.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
72.14.147.0/24 #AS9009 M247, RO
74.118.124.0/22 #AS9009 M247, RO
74.211.236.0/22 #AS9009 M247, RO
74.91.61.0/24 #AS9009 M247, RO
74.91.62.0/23 #AS9009 M247, RO
76.164.200.0/22 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
77.110.76.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
77.110.94.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
77.111.80.0/22 #AS61002 SMART-SOLUTIONS-AS, RO
77.232.192.0/24 #AS9009 M247, RO
77.232.194.0/23 #AS9009 M247, RO
77.232.196.0/22 #AS9009 M247, RO
77.232.200.0/21 #AS9009 M247, RO
77.232.208.0/21 #AS9009 M247, RO
77.232.216.0/22 #AS34744 GVM Aleea Diham 5, Bl.M5, Sc.A, Ap.46, RO
77.232.216.0/23 #AS211306 TREADSTONE-AS, RO
77.232.218.0/24 #AS211306 TREADSTONE-AS, RO
77.232.220.0/22 #AS9009 M247, RO
77.239.113.0/24 #AS201048 TEREHOV-AS, RO
77.243.176.0/23 #AS9009 M247, RO
77.243.180.0/23 #AS9009 M247, RO
77.243.183.0/24 #AS9009 M247, RO
77.243.184.0/24 #AS9009 M247, RO
77.243.187.0/24 #AS9009 M247, RO
77.243.188.0/22 #AS9009 M247, RO
77.36.0.0/23 #AS34744 GVM Aleea Diham 5, Bl.M5, Sc.A, Ap.46, RO
77.36.16.0/21 #AS34744 GVM Aleea Diham 5, Bl.M5, Sc.A, Ap.46, RO
77.36.28.0/23 #AS9009 M247, RO
77.36.30.0/24 #AS9009 M247, RO
77.36.31.0/24 #AS202183 SIGNAL-IDUNA-AS, RO
77.36.32.0/20 #AS9009 M247, RO
77.36.4.0/22 #AS9009 M247, RO
77.36.48.0/22 #AS9009 M247, RO
77.36.52.0/23 #AS9009 M247, RO
77.36.56.0/24 #AS211306 TREADSTONE-AS, RO
77.36.57.0/24 #AS9009 M247, RO
77.36.59.0/24 #AS210878 TREADSTONE-AS, RO
77.36.60.0/24 #AS9009 M247, RO
77.36.64.0/24 #AS213538 TORIA-ASN, RO
77.36.65.0/24 #AS9009 M247, RO
77.36.68.0/22 #AS9009 M247, RO
77.36.80.0/21 #AS9009 M247, RO
77.36.8.0/21 #AS9009 M247, RO
77.36.88.0/24 #AS213538 TORIA-ASN, RO
77.36.89.0/24 #AS9009 M247, RO
77.36.90.0/23 #AS9009 M247, RO
77.36.92.0/22 #AS9009 M247, RO
77.36.96.0/20 #AS9009 M247, RO
77.74.123.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
77.75.192.0/24 #AS6204 ZET-NET ZET.NET IP Transit, RO
77.81.122.0/24 #AS39312 LUXOFT-PROFESSIONAL-ROMANIA-AS Calea Floreasca nr. 167, RO
77.81.123.0/24 #AS33977 BANAT-TELECOM-AS, RO
77.81.136.0/24 #AS9009 M247, RO
77.81.139.0/24 #AS9009 M247, RO
77.81.142.0/24 #AS9009 M247, RO
77.81.16.0/20 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
77.81.164.0/23 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
77.81.178.0/23 #AS49774 INTERLINK-BANAT-AS Intrarea Joseph Haydn Nr 3, RO
77.81.180.0/24 #AS33977 BANAT-TELECOM-AS, RO
77.81.181.0/24 #AS33911 TENNET, RO
77.81.184.0/23 #AS39815 ULBS-AS, RO
77.81.190.0/24 #AS215729 SYS4PAY, RO
77.81.2.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
77.81.240.0/21 #AS43927 HOSTERION, RO
77.81.4.0/24 #AS39861 CSM-AS, RO
77.81.48.0/24 #AS51102 IMPATT-AS Mihai Viteazu nr 6 D3, 1, 26, RO
77.81.64.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
77.81.66.0/23 #AS41496 RO-TVSAT-AS, RO
77.81.68.0/22 #AS56654 AS56654, RO
77.81.72.0/23 #AS41496 RO-TVSAT-AS, RO
77.81.87.0/24 #AS33977 BANAT-TELECOM-AS, RO
77.81.97.0/24 #AS60403 ENCIU-AS Nicolae Costin nr 3A, RO
77.81.98.0/24 #AS9009 M247, RO
77.81.99.0/24 #AS204157 ASRENTROP, RO
77.83.220.0/22 #AS9009 M247, RO
77.83.46.0/23 #AS9009 M247, RO
77.83.68.0/22 #AS9009 M247, RO
77.87.88.0/21 #AS49719 HIGH-TECH-UNITED Str. Gaterului nr. 6, RO
77.90.148.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
77.90.177.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
77.90.186.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
77.93.160.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
77.93.162.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
77.93.164.0/22 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
77.93.168.0/22 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
77.93.172.0/24 #AS215082 INFC, RO
77.93.173.0/24 #AS50983 APT-AS, RO
77.93.176.0/20 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
78.105.117.0/24 #AS9009 M247, RO
78.105.120.0/24 #AS9009 M247, RO
78.105.122.0/24 #AS9009 M247, RO
78.105.127.0/24 #AS9009 M247, RO
78.105.142.0/24 #AS9009 M247, RO
78.105.158.0/24 #AS9009 M247, RO
78.105.217.0/24 #AS9009 M247, RO
78.105.234.0/24 #AS9009 M247, RO
78.17.20.0/23 #AS200566 ANARCHY-LAB, RO
78.17.204.0/22 #AS9009 M247, RO
78.17.23.0/24 #AS199412 ANARCHY-LAB-SRL, RO
78.17.25.0/24 #AS199412 ANARCHY-LAB-SRL, RO
78.17.26.0/24 #AS199412 ANARCHY-LAB-SRL, RO
78.17.30.0/23 #AS200566 ANARCHY-LAB, RO
78.17.48.0/22 #AS9009 M247, RO
78.17.58.0/24 #AS200566 ANARCHY-LAB, RO
78.17.61.0/24 #AS200566 ANARCHY-LAB, RO
78.17.69.0/24 #AS199412 ANARCHY-LAB-SRL, RO
78.17.81.0/24 #AS200566 ANARCHY-LAB, RO
78.31.128.0/21 #AS8423 NetcoRR, RO
78.31.56.0/21 #AS41496 RO-TVSAT-AS, RO
78.96.0.0/15 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
79.110.52.0/22 #AS9009 M247, RO
79.114.0.0/15 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
79.118.0.0/15 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
79.121.188.0/23 #AS9009 M247, RO
79.121.194.0/23 #AS9009 M247, RO
79.121.208.0/23 #AS9009 M247, RO
79.121.222.0/23 #AS9009 M247, RO
79.121.226.0/23 #AS9009 M247, RO
79.121.238.0/23 #AS9009 M247, RO
80.208.254.0/24 #AS209820 BITWISEOPS, RO
80.209.254.0/24 #AS209820 BITWISEOPS, RO
80.247.129.0/24 #AS12446 ESS-NET-AS, RO
80.71.153.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
80.71.225.0/24 #AS9009 M247, RO
80.76.52.0/22 #AS9009 M247, RO
80.78.16.0/20 #AS39287 MATERIALISM, RO
80.86.96.0/19 #AS12310 INES Bucharest  ROMANIA, RO
80.91.88.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.93.206.0/24 #AS9009 M247, RO
80.96.100.0/23 #AS48955 IRM-AS, RO
80.96.10.0/24 #AS211983 COMSEC-NETWORKING, RO
80.96.102.0/23 #AS9009 M247, RO
80.96.1.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.104.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.106.0/24 #AS34304 TEENTELECOM, RO
80.96.107.0/24 #AS61002 SMART-SOLUTIONS-AS, RO
80.96.110.0/24 #AS20929 MF-CTIF Agentia Nationala de Administrare Fiscala, RO
80.96.11.0/24 #AS2614 ROEDUNET, RO
80.96.111.0/24 #AS49052 DATAZYX, RO
80.96.114.0/24 #AS15856 LASTING-INTERNET, RO
80.96.120.0/22 #AS2614 ROEDUNET, RO
80.96.12.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.124.0/24 #AS205861 AGAT-AS, RO
80.96.125.0/24 #AS34283 ALTEN-ROMANIA Soseaua Pipera nr 46D-46E-48, RO
80.96.126.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.127.0/24 #AS9050 RTD Bucharest, Romania, RO
80.96.128.0/24 #AS50944 CIMEC-AS former Institutul de Memorie Culturala, RO
80.96.129.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.13.0/24 #AS211313 SAFETECH, RO
80.96.134.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.14.0/23 #AS214641 FOCUS-AESTHETIC-DYNAMICS, RO
80.96.144.0/22 #AS60118 CYBERSMARTSOLUTIONS-AS, RO
80.96.150.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.153.0/24 #AS28727 ASN-NRACTI, RO
80.96.156.0/22 #AS9009 M247, RO
80.96.161.0/24 #AS205861 AGAT-AS, RO
80.96.164.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.166.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.175.0/24 #AS28727 ASN-NRACTI, RO
80.96.177.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.18.0/23 #AS48955 IRM-AS, RO
80.96.184.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.186.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
80.96.188.0/23 #AS61002 SMART-SOLUTIONS-AS, RO
80.96.191.0/24 #AS16120 ASUMFT Timisoara, P-ta E. Murgu 2a, RO
80.96.196.0/24 #AS197432 HOSTEAZA-SRL, RO
80.96.197.0/24 #AS33911 TENNET, RO
80.96.20.0/24 #AS206510 ROMAV-COMUNICATII, RO
80.96.2.0/24 #AS209157 GENERIX-SOFT-GROUP-ROMANIA, RO
80.96.204.0/24 #AS31362 PROTECTNET, RO
80.96.206.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.21.0/24 #AS6693 UNIBUC, RO
80.96.217.0/24 #AS47388 EMAG-AS, RO
80.96.219.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.22.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.223.0/24 #AS20820 ASN-CJD-NET, RO
80.96.224.0/23 #AS47427 DTNETWORK, RO
80.96.226.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
80.96.227.0/24 #AS49507 INCDFM, RO
80.96.228.0/23 #AS49052 DATAZYX, RO
80.96.23.0/24 #AS204972 NEXT-ONE-STORE, RO
80.96.232.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.96.234.0/24 #AS25103 TFM-AS, RO
80.96.235.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
80.96.236.0/23 #AS9009 M247, RO
80.96.239.0/24 #AS24704 DGI, RO
80.96.24.0/24 #AS31362 PROTECTNET, RO
80.96.245.0/24 #AS59398 IDSYS-AS Aleea Potaisa 5 Street, Bl.A17, Apt.54, RO
80.96.247.0/24 #AS25103 TFM-AS, RO
80.96.248.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
80.96.25.0/24 #AS62350 INFRAWEB-AS, RO
80.96.251.0/24 #AS9050 RTD Bucharest, Romania, RO
80.96.26.0/24 #AS25536 ASN-METAV, RO
80.96.27.0/24 #AS39531 ALTER-NET-AS Zorilor Nr 11 Sf Gheorghe, RO
80.96.28.0/24 #AS8751 MEDIASAT, RO
80.96.29.0/24 #AS203305 NCI-GENOMICS, RO
80.96.30.0/23 #AS49852 APN, RO
80.96.3.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
80.96.32.0/22 #AS50939 SPACE-AS, RO
80.96.36.0/23 #AS34304 TEENTELECOM, RO
80.96.38.0/23 #AS9009 M247, RO
80.96.40.0/24 #AS211294 INDSOFT, RO
80.96.4.0/23 #AS61002 SMART-SOLUTIONS-AS, RO
80.96.41.0/24 #AS205001 XTEK-INVEST, RO
80.96.42.0/24 #AS6718 NAV NAV Communications, RO
80.96.43.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.44.0/23 #AS9009 M247, RO
80.96.46.0/24 #AS60657 CAPITAL-FINANCIAL-AS Str. Sfanta Vineri nr. 25 Bloc 105 C, Parter, RO
80.96.47.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.48.0/23 #AS213323 ZMC ZMC, RO
80.96.50.0/24 #AS50819 STAR-STORAGE-AS 8 Dimitrie Pompei, Feper Building, 1st Floor, RO
80.96.51.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.52.0/24 #AS62342 ATS1-AS Arobs Transilvania Software SA, RO
80.96.54.0/23 #AS9009 M247, RO
80.96.56.0/23 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.60.0/22 #AS49023 INOVO-AS Str. Mihail Cioranu 4, bl.68, et.1, ap.4, RO
80.96.64.0/23 #AS34304 TEENTELECOM, RO
80.96.66.0/24 #AS204632 TAIASOFT-AS, RO
80.96.67.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.69.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.70.0/23 #AS48955 IRM-AS, RO
80.96.72.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.78.0/24 #AS202332 SWAT-FORCE, RO
80.96.79.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.80.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.96.8.0/23 #AS50887 DCFH-AS DC FIBER HOME SRL, RO
80.96.81.0/24 #AS211327 CODEVAULT, RO
80.96.83.0/24 #AS205038 FORCE1, RO
80.96.84.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
80.96.88.0/24 #AS34304 TEENTELECOM, RO
80.96.89.0/24 #AS9009 M247, RO
80.96.90.0/23 #AS9009 M247, RO
80.96.99.0/24 #AS34304 TEENTELECOM, RO
80.97.0.0/20 #AS21294 IDILIS, RO
80.97.125.0/24 #AS31017 GMBNET, RO
80.97.126.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
80.97.146.0/24 #AS216462 GLOBALTRUST, RO
80.97.147.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.97.148.0/23 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
80.97.150.0/23 #AS213323 ZMC ZMC, RO
80.97.16.0/22 #AS47388 EMAG-AS, RO
80.97.162.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
80.97.163.0/24 #AS42731 CXC-AS CXC BIZ LX SRL, RO
80.97.192.0/18 #AS9050 RTD Bucharest, Romania, RO
80.97.20.0/24 #AS15471 SNR-, RO
80.97.21.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
80.97.26.0/24 #AS44277 DIGI-AS, RO
80.97.27.0/24 #AS48881 DATANODE, RO
80.97.40.0/21 #AS9009 M247, RO
80.97.48.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
80.97.49.0/24 #AS6718 NAV NAV Communications, RO
80.97.51.0/24 #AS34416 FDX-AS Bucharest Bdl Lacul Tei 79 Sector 2., 72301, Romania, RO
80.97.52.0/24 #AS209644 SCIT-TEHNOLOGY, RO
80.97.53.0/24 #AS29628 ROMPETROL-AS, RO
80.97.54.0/23 #AS61002 SMART-SOLUTIONS-AS, RO
80.97.64.0/19 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
80.97.96.0/23 #AS9009 M247, RO
81.12.128.0/17 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
81.161.12.0/22 #AS9009 M247, RO
81.161.59.0/24 #AS44418 BITDEFENDER-AS, RO
81.180.108.0/23 #AS48955 IRM-AS, RO
81.180.136.0/23 #AS58022 AGE-AS str.Principala nr 138, RO
81.180.138.0/24 #AS34304 TEENTELECOM, RO
81.180.139.0/24 #AS9009 M247, RO
81.180.144.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
81.180.160.0/23 #AS58247 NETVEILLANCE, RO
81.180.16.0/21 #AS16220 UTCBNET, RO
81.180.172.0/24 #AS9009 M247, RO
81.180.174.0/23 #AS9009 M247, RO
81.180.192.0/21 #AS8953 ASN-ORANGE-ROMANIA, RO
81.180.200.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
81.180.201.0/24 #AS6663 TTI-NET, RO
81.180.202.0/23 #AS199914 AS_TNI, RO
81.180.204.0/24 #AS9009 M247, RO
81.180.206.0/24 #AS6663 TTI-NET, RO
81.180.207.0/24 #AS6718 NAV NAV Communications, RO
81.180.208.0/20 #AS2614 ROEDUNET, RO
81.180.228.0/23 #AS9009 M247, RO
81.180.232.0/23 #AS56746 SNP-NETWORK, RO
81.180.236.0/23 #AS49052 DATAZYX, RO
81.180.240.0/21 #AS44679 BINBOX-GLOBAL-SERVICES, RO
81.180.24.0/24 #AS34723 RNT-AS Str Inclinata 1-3, Sector 5, Bucuresti, Romania, RO
81.180.250.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
81.180.25.0/24 #AS34283 ALTEN-ROMANIA Soseaua Pipera nr 46D-46E-48, RO
81.180.252.0/23 #AS34304 TEENTELECOM, RO
81.180.254.0/23 #AS9009 M247, RO
81.180.26.0/24 #AS34060 TCCFR-AS, RO
81.180.27.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
81.180.36.0/24 #AS9009 M247, RO
81.180.4.0/24 #AS208445 INFINITY-CAP-INV, RO
81.180.6.0/23 #AS57136 VIVATELECOM-AS Str. Turnul Eiffel nr. 15, Ap 3, Sector 2, Bucharest, RO
81.180.80.0/23 #AS34304 TEENTELECOM, RO
81.180.82.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
81.180.86.0/24 #AS2614 ROEDUNET, RO
81.180.88.0/23 #AS48999 AVIDAL-AS Str. Doamna Ghica, Nr. 83 Bl. 63, RO
81.180.90.0/23 #AS47427 DTNETWORK, RO
81.180.94.0/23 #AS9009 M247, RO
81.180.96.0/23 #AS215945 ELECTRO-SAT, RO
81.180.98.0/23 #AS9009 M247, RO
81.181.101.0/24 #AS2614 ROEDUNET, RO
81.181.102.0/24 #AS42508 DIGITAL-HOSTING-AS, RO
81.181.104.0/21 #AS9009 M247, RO
81.181.112.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
81.181.113.0/24 #AS215362 ZEROMS zero.ms, RO
81.181.128.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
81.181.129.0/24 #AS39383 TELESYSTEM-AS, RO
81.181.130.0/24 #AS61353 INFLPR-AS, RO
81.181.13.0/24 #AS34353 NETEX, RO
81.181.131.0/24 #AS42790 BRD-AS, RO
81.181.14.0/23 #AS9009 M247, RO
81.181.144.0/24 #AS200269 TRANSAVIA, RO
81.181.145.0/24 #AS12439 IMPROMEX, RO
81.181.147.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
81.181.160.0/23 #AS34304 TEENTELECOM, RO
81.181.16.0/22 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
81.181.162.0/23 #AS48955 IRM-AS, RO
81.181.165.0/24 #AS31554 LANSOFT LANSOFT NETWORK, RO
81.181.166.0/24 #AS48881 DATANODE, RO
81.181.167.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
81.181.168.0/23 #AS48571 EFECTRO-AS, RO
81.181.170.0/23 #AS207737 ASNOVA, RO
81.181.181.0/24 #AS35505 PRONETIT-AS, RO
81.181.188.0/23 #AS215230 FIBERX, RO
81.181.191.0/24 #AS20497 INTERNIO-AS Calea Grivitei Nr.133, RO
81.181.193.0/24 #AS33961 TELCOR-AS, RO
81.181.195.0/24 #AS200298 BIPNET-COMPUTER, RO
81.181.196.0/23 #AS58022 AGE-AS str.Principala nr 138, RO
81.181.198.0/23 #AS211611 EXIMHOST, RO
81.181.200.0/23 #AS57992 SCRIBA-AS, RO
